date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:39:48	2264/2264	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:47%20GMT	https://forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-dream-factory/6597.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-dream-factory/6597.rss	(from https://forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-dream-factory/6597)
03:39:49	3304/3304	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:48%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-wolfspell/6596.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-wolfspell/6596.rss	(from https://forums.gauntlet-rpg.com/t/1-forward-wolfspell/6596)
03:39:50	3455/3455	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:49%20GMT	https://forums.gauntlet-rpg.com/t/gauntlet-podcast-space-wurm-meatpunks-endgame-and-more/6593.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/gauntlet-podcast-space-wurm-meatpunks-endgame-and-more/6593.rss	(from https://forums.gauntlet-rpg.com/t/gauntlet-podcast-space-wurm-meatpunks-endgame-and-more/6593)
03:39:51	3070/3070	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:50%20GMT	https://forums.gauntlet-rpg.com/t/age-of-ravens-checking-the-rpg-library/6592.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/age-of-ravens-checking-the-rpg-library/6592.rss	(from https://forums.gauntlet-rpg.com/t/age-of-ravens-checking-the-rpg-library/6592)
03:39:52	3261/3261	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:51%20GMT	https://forums.gauntlet-rpg.com/t/age-of-ravens-star-trek-adventures-express/6559.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/age-of-ravens-star-trek-adventures-express/6559.rss	(from https://forums.gauntlet-rpg.com/t/age-of-ravens-star-trek-adventures-express/6559)
03:39:53	3177/3177	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:52%20GMT	https://forums.gauntlet-rpg.com/t/against-the-dark-conspiracy-a-design-journey-gauntlet-blog/6501.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/against-the-dark-conspiracy-a-design-journey-gauntlet-blog/6501.rss	(from https://forums.gauntlet-rpg.com/t/against-the-dark-conspiracy-a-design-journey-gauntlet-blog/6501)
03:39:54	5102/5102	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:53%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-back-again-from-the-broken-land/6496.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-back-again-from-the-broken-land/6496.rss	(from https://forums.gauntlet-rpg.com/t/1-forward-back-again-from-the-broken-land/6496)
03:39:55	4400/4400	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:54%20GMT	https://forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-the-bruja-the-beast-and-the-barrow/6464.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-the-bruja-the-beast-and-the-barrow/6464.rss	(from https://forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-the-bruja-the-beast-and-the-barrow/6464)
03:39:56	4704/4704	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:55%20GMT	https://forums.gauntlet-rpg.com/t/countdown-to-gauntlet-community-open-gaming-registration/6466.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/countdown-to-gauntlet-community-open-gaming-registration/6466.rss	(from https://forums.gauntlet-rpg.com/t/countdown-to-gauntlet-community-open-gaming-registration/6466)
03:39:57	9472/9472	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:56%20GMT	https://forums.gauntlet-rpg.com/t/upcoming-writers-workshops-trophy-gold-and-brindlewood-bay/6411.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/upcoming-writers-workshops-trophy-gold-and-brindlewood-bay/6411.rss	(from https://forums.gauntlet-rpg.com/t/upcoming-writers-workshops-trophy-gold-and-brindlewood-bay/6411)
03:39:58	3379/3379	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:57%20GMT	https://forums.gauntlet-rpg.com/t/the-gauntlet-process-for-podcast-production/6428.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/the-gauntlet-process-for-podcast-production/6428.rss	(from https://forums.gauntlet-rpg.com/t/the-gauntlet-process-for-podcast-production/6428)
03:39:59	5746/5746	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:58%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-moonpunk/6412.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-moonpunk/6412.rss	(from https://forums.gauntlet-rpg.com/t/1-forward-moonpunk/6412)
03:40:00	5446/5446	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:39:59%20GMT	https://forums.gauntlet-rpg.com/t/the-zinequest-3-loan-program/6342.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/the-zinequest-3-loan-program/6342.rss	(from https://forums.gauntlet-rpg.com/t/the-zinequest-3-loan-program/6342)
03:40:01	3707/3707	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:00%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-lessons-learned-in-2020-and-2021-gamer-resolutions/6308.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-lessons-learned-in-2020-and-2021-gamer-resolutions/6308.rss	(from https://forums.gauntlet-rpg.com/t/1-forward-lessons-learned-in-2020-and-2021-gamer-resolutions/6308)
03:40:02	2741/2741	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:01%20GMT	https://forums.gauntlet-rpg.com/t/age-of-ravens-running-one-shots/6275.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/age-of-ravens-running-one-shots/6275.rss	(from https://forums.gauntlet-rpg.com/t/age-of-ravens-running-one-shots/6275)
03:40:03	7070/7070	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:02%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-iron-edda-world-of-metal-and-bone/6262.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-iron-edda-world-of-metal-and-bone/6262.rss	(from https://forums.gauntlet-rpg.com/t/1-forward-iron-edda-world-of-metal-and-bone/6262)
03:40:04	2922/2922	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:03%20GMT	https://forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-christmas-cracker-2020/6241.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-christmas-cracker-2020/6241.rss	(from https://forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-christmas-cracker-2020/6241)
03:40:05	3908/3908	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:04%20GMT	https://forums.gauntlet-rpg.com/t/building-up-the-gauntlet-blog-for-2021/6235.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/building-up-the-gauntlet-blog-for-2021/6235.rss	(from https://forums.gauntlet-rpg.com/t/building-up-the-gauntlet-blog-for-2021/6235)
03:40:06	17303/17303	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Mar%202021%2012:42:41%20GMT	https://forums.gauntlet-rpg.com/t/good-place-to-host-share-play-reports-of-pbta-games/6664/4	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/good-place-to-host-share-play-reports-of-pbta-games/6664/4.html	(from https://forums.gauntlet-rpg.com/t/building-up-the-gauntlet-blog-for-2021/6235)
03:40:06	4384/4384	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:06%20GMT	https://forums.gauntlet-rpg.com/t/trophy-preorders-are-now-live/6175.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/trophy-preorders-are-now-live/6175.rss	(from https://forums.gauntlet-rpg.com/t/trophy-preorders-are-now-live/6175)
03:40:08	28166/28166	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Aug%202023%2000:40:07%20GMT	https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=6	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/c/rpg-chat/5c575.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:09	26532/26532	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Mar%202021%2010:26:48%20GMT	https://forums.gauntlet-rpg.com/t/how-can-i-be-a-better-player/6728	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/how-can-i-be-a-better-player/6728.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:10	60755/60755	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202019%2018:35:15%20GMT	https://forums.gauntlet-rpg.com/t/story-structure-in-games/2237	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/story-structure-in-games/2237.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:11	125000/125000	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Mar%202021%2009:17:59%20GMT	https://forums.gauntlet-rpg.com/t/how-solo-ap-the-3-pillars-of-guilin/6714	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/how-solo-ap-the-3-pillars-of-guilin/6714.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:12	50152/50152	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202019%2022:03:24%20GMT	https://forums.gauntlet-rpg.com/t/did-you-get-to-play-anything-cool-at-gen-con/2853	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/did-you-get-to-play-anything-cool-at-gen-con/2853.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:13	12284/12284	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Mar%202021%2015:58:13%20GMT	https://forums.gauntlet-rpg.com/t/oneshot-games-in-an-apocalypse-world-campaign/859	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/oneshot-games-in-an-apocalypse-world-campaign/859.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:14	57211/57211	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Apr%202019%2023:54:06%20GMT	https://forums.gauntlet-rpg.com/t/looking-forward-to-stonetop/1253	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/looking-forward-to-stonetop/1253.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:15	17913/17913	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Mar%202021%2012:42:41%20GMT	https://forums.gauntlet-rpg.com/t/good-place-to-host-share-play-reports-of-pbta-games/6664	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/good-place-to-host-share-play-reports-of-pbta-games/6664.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:16	61795/61795	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2009:11:52%20GMT	https://forums.gauntlet-rpg.com/t/gm-less-story-game-recommendations-for-casual-players-with-no-experience/6369	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/gm-less-story-game-recommendations-for-casual-players-with-no-experience/6369.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:17	54951/54951	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Mar%202021%2003:54:17%20GMT	https://forums.gauntlet-rpg.com/t/exploration-mechanics/6505	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/exploration-mechanics/6505.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:18	35776/35776	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Mar%202021%2001:49:23%20GMT	https://forums.gauntlet-rpg.com/t/how-did-you-get-your-family-playing-rpgs-story-telling-games/6548	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/how-did-you-get-your-family-playing-rpgs-story-telling-games/6548.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:19	14206/14206	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Mar%202021%2010:20:47%20GMT	https://forums.gauntlet-rpg.com/t/polaris-but-only-if-vs-and-furthermore/6611	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/polaris-but-only-if-vs-and-furthermore/6611.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:20	11777/11777	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Feb%202021%2012:45:25%20GMT	https://forums.gauntlet-rpg.com/t/my-review-for-pbta-system/6612	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/my-review-for-pbta-system/6612.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:21	14060/14060	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Feb%202021%2021:29:03%20GMT	https://forums.gauntlet-rpg.com/t/what-happened-to-the-bakers-wizards-grimoire-s/6571	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/what-happened-to-the-bakers-wizards-grimoire-s/6571.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:22	13955/13955	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Feb%202021%2015:39:58%20GMT	https://forums.gauntlet-rpg.com/t/same-page-tool-addition/6539	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/same-page-tool-addition/6539.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:23	9344/9344	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Feb%202021%2022:41:40%20GMT	https://forums.gauntlet-rpg.com/t/mask-technology/6538	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/mask-technology/6538.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:24	20752/20752	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Feb%202021%2021:03:30%20GMT	https://forums.gauntlet-rpg.com/t/how-do-fates-and-trust-interact-in-the-mountain-witch/6527	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/how-do-fates-and-trust-interact-in-the-mountain-witch/6527.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:25	17690/17690	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Feb%202021%2000:18:19%20GMT	https://forums.gauntlet-rpg.com/t/guide-for-different-live-caption-software-setups/6526	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/guide-for-different-live-caption-software-setups/6526.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:26	31373/31373	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Feb%202021%2017:41:47%20GMT	https://forums.gauntlet-rpg.com/t/stir-up-rules-interpretation/6480	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/stir-up-rules-interpretation/6480.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:27	31300/31300	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2021:04:20%20GMT	https://forums.gauntlet-rpg.com/t/tabletop-rpg-with-narrative-control-for-task-resolution/6435	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/tabletop-rpg-with-narrative-control-for-task-resolution/6435.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:28	22385/22385	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Feb%202021%2023:36:57%20GMT	https://forums.gauntlet-rpg.com/t/terror-horror-drama/6459	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/terror-horror-drama/6459.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:29	25919/25919	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jan%202021%2016:50:38%20GMT	https://forums.gauntlet-rpg.com/t/google-slides-as-a-resource/5191	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/google-slides-as-a-resource/5191.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:30	19536/19536	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Jan%202021%2018:48:29%20GMT	https://forums.gauntlet-rpg.com/t/brindlewood-bay-running-the-final-void-mystery/6383	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/brindlewood-bay-running-the-final-void-mystery/6383.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:31	22308/22308	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jan%202021%2016:41:44%20GMT	https://forums.gauntlet-rpg.com/t/taxonomy-of-powered-by-the-apocalypse-games/6358	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/taxonomy-of-powered-by-the-apocalypse-games/6358.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:32	11930/11930	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2010:14:17%20GMT	https://forums.gauntlet-rpg.com/t/what-are-your-favorite-scenarios-to-run-in-cthulhu-dark/6337	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/what-are-your-favorite-scenarios-to-run-in-cthulhu-dark/6337.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:33	29605/29605	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2018:35:11%20GMT	https://forums.gauntlet-rpg.com/t/games-that-exploit-players-being-in-diverse-mind-states-at-the-table/6101	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/games-that-exploit-players-being-in-diverse-mind-states-at-the-table/6101.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:34	29472/29472	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202021%2022:53:05%20GMT	https://forums.gauntlet-rpg.com/t/my-life-with-master-yukon-gold-rush/2383	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/my-life-with-master-yukon-gold-rush/2383.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=5)
03:40:35	2443/2443	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:34%20GMT	https://forums.gauntlet-rpg.com/t/rpg-genres-2021-week-30-cyberpunk/7202.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/rpg-genres-2021-week-30-cyberpunk/7202.rss	(from https://forums.gauntlet-rpg.com/t/rpg-genres-2021-week-30-cyberpunk/7202)
03:40:36	4952/4952	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:35%20GMT	https://forums.gauntlet-rpg.com/t/quotes/7171.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/quotes/7171.rss	(from https://forums.gauntlet-rpg.com/t/quotes/7171)
03:40:36	2344/2344	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Jul%202021%2012:25:47%20GMT	https://forums.gauntlet-rpg.com/user_avatar/forums.gauntlet-rpg.com/erlja_jkdf/40/5121_2.png	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/user_avatar/forums.gauntlet-rpg.com/erlja_jkdf/40/5121_2.jpg	(from https://forums.gauntlet-rpg.com/t/quotes/7171)
03:40:38	24826/24826	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:37%20GMT	https://forums.gauntlet-rpg.com/t/dice-uses-beyond-rolling/7091.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/dice-uses-beyond-rolling/7091.rss	(from https://forums.gauntlet-rpg.com/t/dice-uses-beyond-rolling/7091)
03:40:39	8634/8634	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:38%20GMT	https://forums.gauntlet-rpg.com/t/200th-episode-the-king-is-powerful-because-we-bow-to-them/7129.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/200th-episode-the-king-is-powerful-because-we-bow-to-them/7129.rss	(from https://forums.gauntlet-rpg.com/t/200th-episode-the-king-is-powerful-because-we-bow-to-them/7129)
03:40:40	2287/2287	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:39%20GMT	https://forums.gauntlet-rpg.com/t/critical-role-safety-goodness/7071.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/critical-role-safety-goodness/7071.rss	(from https://forums.gauntlet-rpg.com/t/critical-role-safety-goodness/7071)
03:40:41	23983/23983	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:40%20GMT	https://forums.gauntlet-rpg.com/t/rpgs-using-a-timer-as-a-mechanic/5592.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/rpgs-using-a-timer-as-a-mechanic/5592.rss	(from https://forums.gauntlet-rpg.com/t/rpgs-using-a-timer-as-a-mechanic/5592)
03:40:42	13518/13518	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:41%20GMT	https://forums.gauntlet-rpg.com/t/brindlewood-bay-questions-about-the-cozy-move-the-meddling-move-and-a-cozy-little-place/7042.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/brindlewood-bay-questions-about-the-cozy-move-the-meddling-move-and-a-cozy-little-place/7042.rss	(from https://forums.gauntlet-rpg.com/t/brindlewood-bay-questions-about-the-cozy-move-the-meddling-move-and-a-cozy-little-place/7042)
03:40:42	2053/2053	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Sep%202020%2011:57:46%20GMT	https://forums.gauntlet-rpg.com/user_avatar/forums.gauntlet-rpg.com/danieledirubbo/40/4267_2.png	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/user_avatar/forums.gauntlet-rpg.com/danieledirubbo/40/4267_2.jpg	(from https://forums.gauntlet-rpg.com/t/brindlewood-bay-questions-about-the-cozy-move-the-meddling-move-and-a-cozy-little-place/7042)
03:40:45	7194/7194	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2017:59:07%20GMT	https://forums.gauntlet-rpg.com/t/delta-green-sandbox/6276?page=2	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/delta-green-sandbox/62764658.html	(from https://forums.gauntlet-rpg.com/t/delta-green-sandbox/6276)
03:40:45	31038/31038	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:43%20GMT	https://forums.gauntlet-rpg.com/t/delta-green-sandbox/6276.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/delta-green-sandbox/6276.rss	(from https://forums.gauntlet-rpg.com/t/delta-green-sandbox/6276)
03:40:45	2172/2172	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202019%2019:30:12%20GMT	https://forums.gauntlet-rpg.com/user_avatar/forums.gauntlet-rpg.com/silva/40/2308_2.png	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/user_avatar/forums.gauntlet-rpg.com/silva/40/2308_2.png	(from https://forums.gauntlet-rpg.com/t/delta-green-sandbox/6276)
03:40:47	6817/6817	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:46%20GMT	https://forums.gauntlet-rpg.com/t/a-mixing-deck-of-monsterhearts/6995.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/a-mixing-deck-of-monsterhearts/6995.rss	(from https://forums.gauntlet-rpg.com/t/a-mixing-deck-of-monsterhearts/6995)
03:40:48	33090/33090	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:47%20GMT	https://forums.gauntlet-rpg.com/t/games-for-writers/5137.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/games-for-writers/5137.rss	(from https://forums.gauntlet-rpg.com/t/games-for-writers/5137)
03:40:49	16956/16956	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2020:52:18%20GMT	https://forums.gauntlet-rpg.com/t/games-for-writers/5137?page=2	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/games-for-writers/51374658.html	(from https://forums.gauntlet-rpg.com/t/games-for-writers/5137)
03:40:50	7869/7869	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:49%20GMT	https://forums.gauntlet-rpg.com/t/what-are-your-favorite-journaling-rpgs/6974.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/what-are-your-favorite-journaling-rpgs/6974.rss	(from https://forums.gauntlet-rpg.com/t/what-are-your-favorite-journaling-rpgs/6974)
03:40:51	8280/8280	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2001%20Aug%202023%2000:40:50%20GMT	https://forums.gauntlet-rpg.com/t/masks-rpg-forum/6941.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/masks-rpg-forum/6941.rss	(from https://forums.gauntlet-rpg.com/t/masks-rpg-forum/6941)
